age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
39,admin.,divorced,secondary,no,1022,yes,no,unknown,20.0,jun,20,3.0,-1,0,unknown,0
50,management,married,tertiary,no,78,yes,no,cellular,14.0,jan,218,3.0,161,9,other,0
39,technician,married,tertiary,no,209,no,no,unknown,23.0,jul,36,2.0,-1,0,unknown,0
26,admin.,married,secondary,no,2469,no,no,cellular,16.0,jul,136,8.0,-1,0,unknown,0
55,technician,married,secondary,no,0,no,no,cellular,19.0,nov,336,1.0,-1,0,unknown,0
43,blue-collar,divorced,primary,no,328,no,yes,cellular,8.0,jul,192,1.0,-1,0,unknown,0
34,housemaid,married,tertiary,no,0,no,no,cellular,26.0,may,141,1.0,188,1,failure,0
51,self-employed,married,primary,no,307,yes,yes,unknown,17.0,jun,65,2.0,-1,0,unknown,0
31,management,married,tertiary,no,1384,yes,no,cellular,30.0,jan,203,2.0,2,3,other,0
32,management,married,tertiary,no,0,no,no,cellular,26.0,aug,104,9.0,-1,0,unknown,0
53,technician,married,secondary,no,719,yes,no,unknown,14.0,may,230,1.0,-1,0,unknown,0
44,management,divorced,tertiary,no,0,no,no,cellular,10.0,aug,71,1.0,-1,0,unknown,0
38,entrepreneur,married,tertiary,no,6704,yes,no,unknown,21.0,may,205,2.0,-1,0,unknown,0
47,self-employed,married,tertiary,no,4543,yes,no,unknown,14.0,may,162,1.0,-1,0,unknown,0
36,management,married,tertiary,no,0,yes,no,unknown,27.0,may,145,2.0,-1,0,unknown,0
30,management,single,tertiary,no,149,yes,no,unknown,3.0,jun,220,2.0,-1,0,unknown,0
46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6.0,may,309,3.0,355,4,failure,0
33,entrepreneur,married,secondary,no,-118,yes,yes,unknown,27.0,may,421,3.0,-1,0,unknown,0
43,blue-collar,married,secondary,no,2160,no,no,cellular,8.0,sep,261,1.0,98,1,success,1
38,management,married,tertiary,no,3452,no,no,cellular,13.0,aug,132,2.0,-1,0,unknown,0
27,technician,single,secondary,no,842,no,no,cellular,30.0,jul,273,1.0,91,1,other,0
38,management,married,unknown,no,3576,no,no,cellular,25.0,nov,349,2.0,183,1,success,1
41,unemployed,married,tertiary,no,1666,no,no,unknown,9.0,jun,291,3.0,-1,0,unknown,0
29,technician,married,secondary,no,0,yes,no,cellular,28.0,jul,83,6.0,-1,0,unknown,0
39,services,married,secondary,no,0,yes,no,unknown,20.0,may,793,2.0,-1,0,unknown,0
42,blue-collar,single,primary,no,1628,yes,no,cellular,5.0,feb,119,1.0,195,8,success,0
47,services,married,secondary,no,51,yes,yes,unknown,16.0,may,312,1.0,-1,0,unknown,0
30,blue-collar,single,secondary,yes,447,no,no,unknown,14.0,may,103,6.0,-1,0,unknown,0
34,admin.,married,secondary,no,396,yes,no,cellular,16.0,jul,101,3.0,-1,0,unknown,0
45,housemaid,married,primary,no,4994,no,no,unknown,20.0,jun,48,1.0,-1,0,unknown,0
43,admin.,married,secondary,no,3215,yes,no,cellular,21.0,jul,228,3.0,-1,0,unknown,0
59,blue-collar,married,primary,no,2814,no,no,unknown,20.0,jun,81,3.0,-1,0,unknown,0
50,technician,married,secondary,no,0,no,no,cellular,7.0,jul,152,2.0,-1,0,unknown,0
39,blue-collar,married,secondary,no,293,yes,no,unknown,23.0,may,160,3.0,-1,0,unknown,0
36,technician,married,secondary,no,474,yes,no,unknown,27.0,may,59,1.0,-1,0,unknown,0
44,blue-collar,married,secondary,no,16178,yes,no,cellular,21.0,nov,297,1.0,-1,0,unknown,0
36,technician,married,tertiary,no,0,no,no,cellular,22.0,aug,147,2.0,-1,0,unknown,0
27,management,single,tertiary,no,88,no,no,cellular,4.0,may,143,1.0,-1,0,unknown,0
29,services,married,secondary,no,308,yes,no,unknown,28.0,may,75,1.0,-1,0,unknown,0
70,retired,married,secondary,no,1164,no,no,telephone,14.0,may,338,3.0,185,2,failure,0
44,management,married,tertiary,no,13893,no,no,unknown,11.0,jun,29,2.0,-1,0,unknown,0
55,management,married,tertiary,no,0,yes,no,unknown,14.0,may,159,2.0,-1,0,unknown,0
36,technician,divorced,secondary,no,-435,yes,no,unknown,2.0,jun,85,8.0,-1,0,unknown,0
28,technician,single,secondary,no,389,yes,no,cellular,11.0,may,15,7.0,-1,0,unknown,0
50,management,divorced,tertiary,no,356,no,no,cellular,8.0,may,198,2.0,358,5,other,0
49,technician,married,secondary,no,2718,no,no,unknown,19.0,may,114,2.0,-1,0,unknown,0
71,retired,divorced,tertiary,no,261,no,no,cellular,12.0,aug,1117,2.0,-1,0,unknown,0
31,admin.,single,secondary,no,757,no,no,cellular,3.0,feb,343,2.0,-1,0,unknown,0
45,management,single,tertiary,no,16,no,no,cellular,31.0,jul,59,2.0,-1,0,unknown,0
42,blue-collar,married,secondary,no,-422,no,no,cellular,9.0,jul,31,1.0,-1,0,unknown,0
45,admin.,married,secondary,no,248,no,no,cellular,16.0,jul,212,2.0,-1,0,unknown,0
47,technician,married,primary,no,145,yes,no,unknown,7.0,may,157,6.0,-1,0,unknown,0
60,retired,divorced,secondary,no,598,no,yes,cellular,8.0,jul,96,1.0,-1,0,unknown,0
35,management,married,tertiary,no,949,yes,no,unknown,27.0,may,245,2.0,-1,0,unknown,0
31,technician,single,tertiary,no,614,no,no,cellular,11.0,aug,72,4.0,-1,0,unknown,0
33,blue-collar,married,primary,no,1209,yes,no,cellular,16.0,apr,700,1.0,-1,0,unknown,0
50,self-employed,married,tertiary,no,202,yes,no,cellular,15.0,apr,107,1.0,148,4,failure,0
51,blue-collar,married,secondary,no,1840,yes,no,cellular,18.0,aug,312,3.0,-1,0,unknown,0
34,technician,married,secondary,no,114,yes,yes,cellular,4.0,jun,153,1.0,309,3,other,0
56,services,married,secondary,no,-229,no,yes,cellular,23.0,jul,55,10.0,-1,0,unknown,0
29,services,married,secondary,no,182,yes,no,telephone,13.0,may,38,3.0,-1,0,unknown,0
31,blue-collar,married,secondary,no,401,no,no,cellular,14.0,aug,96,3.0,-1,0,unknown,0
44,technician,divorced,unknown,no,759,yes,no,unknown,23.0,may,397,1.0,-1,0,unknown,0
55,retired,married,secondary,no,4194,no,yes,telephone,30.0,jul,208,3.0,-1,0,unknown,0
35,student,single,unknown,no,0,no,no,telephone,28.0,jan,122,3.0,-1,0,unknown,0
36,technician,married,tertiary,no,629,yes,yes,cellular,29.0,dec,109,1.0,246,1,failure,0
54,retired,married,secondary,no,153,yes,yes,unknown,26.0,may,74,1.0,-1,0,unknown,0
32,management,married,tertiary,no,553,yes,no,cellular,22.0,jul,72,1.0,-1,0,unknown,0
36,management,divorced,tertiary,no,1057,no,no,cellular,5.0,feb,383,2.0,-1,0,unknown,0
60,retired,married,secondary,no,78,yes,no,unknown,12.0,may,113,3.0,-1,0,unknown,0
32,technician,single,secondary,no,-28,no,yes,unknown,4.0,jul,400,1.0,-1,0,unknown,0
57,management,married,tertiary,no,929,no,no,cellular,19.0,aug,387,8.0,-1,0,unknown,0
34,blue-collar,married,primary,no,428,yes,no,cellular,18.0,may,59,2.0,-1,0,unknown,0
27,student,single,secondary,no,268,yes,no,cellular,13.0,may,528,1.0,358,2,failure,0
52,management,single,tertiary,no,83,no,no,cellular,26.0,aug,1223,6.0,-1,0,unknown,1
45,admin.,divorced,unknown,no,998,yes,no,telephone,30.0,jul,38,2.0,-1,0,unknown,0
58,admin.,single,secondary,no,2223,no,no,cellular,4.0,dec,1139,2.0,114,1,success,0
39,blue-collar,single,primary,no,6,yes,no,cellular,19.0,nov,286,2.0,-1,0,unknown,0
48,blue-collar,single,secondary,no,312,yes,yes,cellular,3.0,feb,369,2.0,-1,0,unknown,0
36,management,single,secondary,no,0,no,no,cellular,13.0,aug,333,5.0,-1,0,unknown,0
31,technician,single,secondary,no,691,yes,no,cellular,8.0,may,198,1.0,-1,0,unknown,0
41,management,married,tertiary,no,771,yes,no,cellular,26.0,aug,106,8.0,-1,0,unknown,0
30,self-employed,single,secondary,no,192,no,no,cellular,22.0,jul,423,1.0,-1,0,unknown,0
57,retired,married,tertiary,no,0,no,no,cellular,12.0,aug,116,4.0,-1,0,unknown,0
29,admin.,single,secondary,no,1070,yes,no,unknown,19.0,may,30,1.0,357,1,other,1
29,services,divorced,secondary,no,84,yes,no,cellular,13.0,apr,1101,2.0,-1,0,unknown,1
30,management,single,tertiary,no,2,no,no,cellular,16.0,jun,102,1.0,85,1,failure,0
44,management,married,tertiary,no,1242,yes,no,cellular,6.0,aug,384,6.0,-1,0,unknown,0
33,student,single,unknown,no,5969,no,no,cellular,4.0,sep,156,2.0,127,8,failure,0
56,admin.,divorced,secondary,no,3337,yes,no,telephone,17.0,nov,99,3.0,-1,0,unknown,0
26,services,single,secondary,no,1347,no,no,telephone,18.0,jun,280,6.0,92,5,other,1
52,technician,married,secondary,no,64,no,no,telephone,29.0,aug,20,2.0,-1,0,unknown,0
32,management,single,secondary,no,249,yes,no,unknown,2.0,jun,258,1.0,-1,0,unknown,0
36,technician,single,secondary,no,0,no,no,cellular,29.0,aug,85,6.0,-1,0,unknown,0
26,blue-collar,married,secondary,no,128,no,no,unknown,4.0,jul,355,1.0,-1,0,unknown,0
37,blue-collar,married,secondary,no,196,yes,no,unknown,5.0,jun,66,3.0,-1,0,unknown,0
34,technician,married,secondary,no,351,yes,no,cellular,18.0,jul,467,1.0,-1,0,unknown,0
26,services,single,secondary,no,5533,yes,no,cellular,7.0,may,582,2.0,283,4,failure,0
32,services,married,secondary,no,38,yes,no,cellular,15.0,may,744,1.0,-1,0,unknown,1
30,management,single,tertiary,yes,35,no,no,cellular,30.0,jul,185,4.0,-1,0,unknown,0
27,technician,single,secondary,no,235,yes,no,cellular,12.0,may,13,5.0,-1,0,unknown,0
42,admin.,single,secondary,no,30,yes,no,cellular,4.0,feb,98,1.0,266,3,failure,0
33,blue-collar,single,primary,no,92,yes,no,unknown,9.0,may,127,1.0,-1,0,unknown,0
37,blue-collar,married,secondary,no,67,no,no,unknown,3.0,jun,45,2.0,-1,0,unknown,0
45,blue-collar,married,secondary,no,4022,yes,no,cellular,29.0,jan,244,3.0,-1,0,unknown,0
36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16.0,jun,2769,4.0,-1,0,unknown,1
39,management,single,tertiary,no,0,yes,no,cellular,12.0,may,561,4.0,369,3,failure,0
33,management,single,tertiary,no,349,no,no,cellular,22.0,aug,182,1.0,-1,0,unknown,0
47,services,married,secondary,no,2322,no,no,cellular,22.0,aug,618,1.0,-1,0,unknown,0
49,entrepreneur,married,secondary,no,167,yes,yes,unknown,6.0,may,198,3.0,-1,0,unknown,0
46,management,divorced,secondary,no,558,no,no,cellular,19.0,aug,126,6.0,-1,0,unknown,0
31,services,married,secondary,no,-230,yes,yes,cellular,16.0,jul,715,1.0,-1,0,unknown,0
43,unemployed,divorced,secondary,no,4094,yes,no,cellular,21.0,nov,63,1.0,-1,0,unknown,0
30,blue-collar,single,secondary,yes,239,yes,no,unknown,21.0,may,412,1.0,-1,0,unknown,1
43,management,divorced,tertiary,no,497,no,no,cellular,13.0,may,66,1.0,363,22,failure,0
42,blue-collar,married,secondary,no,179,yes,no,cellular,17.0,nov,96,1.0,-1,0,unknown,0
30,admin.,single,tertiary,no,305,no,no,cellular,30.0,apr,633,1.0,85,2,success,1
33,management,single,tertiary,no,-67,yes,no,unknown,5.0,may,364,1.0,-1,0,unknown,0
41,admin.,married,secondary,no,4539,no,no,unknown,30.0,may,298,3.0,-1,0,unknown,0
29,blue-collar,single,secondary,no,770,yes,no,cellular,17.0,apr,341,1.0,-1,0,unknown,0
38,unemployed,married,secondary,no,-673,yes,no,unknown,26.0,may,364,1.0,-1,0,unknown,0
29,technician,married,tertiary,no,858,yes,no,cellular,12.0,jun,234,7.0,330,1,failure,0
80,housemaid,married,primary,no,0,no,no,cellular,23.0,feb,639,1.0,189,1,failure,1
38,management,single,tertiary,no,5244,no,no,cellular,8.0,aug,310,4.0,-1,0,unknown,0
36,blue-collar,divorced,primary,no,117,yes,no,unknown,2.0,jun,123,4.0,-1,0,unknown,0
38,self-employed,married,tertiary,no,846,no,no,cellular,2.0,jun,253,1.0,-1,0,unknown,0
44,management,married,secondary,yes,0,yes,no,cellular,11.0,jul,96,2.0,-1,0,unknown,0
31,management,married,tertiary,no,1331,no,no,cellular,30.0,apr,297,1.0,86,3,success,1
31,services,single,secondary,no,31,yes,yes,unknown,26.0,may,501,2.0,-1,0,unknown,0
57,admin.,divorced,primary,no,179,yes,no,cellular,15.0,may,67,1.0,368,2,failure,0
37,blue-collar,married,primary,no,543,yes,no,unknown,21.0,may,281,1.0,-1,0,unknown,0
50,blue-collar,married,secondary,no,253,yes,yes,cellular,5.0,may,475,2.0,-1,0,unknown,0
60,retired,married,primary,no,71188,no,no,cellular,6.0,oct,205,1.0,-1,0,unknown,0
51,management,married,tertiary,no,5108,yes,no,cellular,8.0,oct,272,1.0,102,8,other,0
48,blue-collar,married,secondary,no,1738,yes,no,cellular,15.0,apr,349,1.0,-1,0,unknown,0
42,blue-collar,married,primary,no,-97,yes,no,cellular,3.0,feb,216,4.0,271,5,failure,0
36,blue-collar,married,secondary,no,199,yes,no,cellular,9.0,jul,183,1.0,-1,0,unknown,0
43,management,married,tertiary,no,489,yes,no,cellular,8.0,may,130,1.0,172,2,other,0
31,admin.,married,primary,no,355,yes,yes,unknown,4.0,jun,61,6.0,-1,0,unknown,0
49,technician,single,secondary,no,-97,yes,no,unknown,6.0,jun,92,2.0,-1,0,unknown,0
35,management,divorced,tertiary,no,473,no,yes,cellular,5.0,aug,37,2.0,-1,0,unknown,0
44,entrepreneur,married,secondary,no,6649,yes,no,cellular,19.0,nov,354,2.0,-1,0,unknown,0
34,self-employed,married,tertiary,no,263,no,no,cellular,4.0,may,203,1.0,78,8,other,0
46,blue-collar,married,secondary,no,781,no,no,unknown,13.0,may,152,1.0,-1,0,unknown,0
49,blue-collar,married,primary,no,1032,yes,no,unknown,2.0,jun,41,5.0,-1,0,unknown,0
32,blue-collar,married,secondary,no,119,no,no,cellular,4.0,may,20,5.0,-1,0,unknown,0
35,management,divorced,tertiary,no,434,yes,no,cellular,11.0,may,277,1.0,271,2,success,0
51,admin.,married,secondary,no,2967,no,no,unknown,17.0,jun,83,2.0,-1,0,unknown,0
57,retired,divorced,secondary,no,-331,yes,no,unknown,6.0,may,531,1.0,-1,0,unknown,0
59,management,married,tertiary,no,1585,no,no,telephone,28.0,aug,91,5.0,-1,0,unknown,0
40,services,divorced,unknown,no,4384,yes,no,unknown,5.0,may,315,1.0,-1,0,unknown,0
49,management,single,tertiary,no,588,no,no,cellular,28.0,aug,70,9.0,-1,0,unknown,0
51,management,married,secondary,no,3180,yes,no,cellular,9.0,jul,384,1.0,-1,0,unknown,0
35,admin.,married,secondary,yes,0,no,yes,unknown,4.0,jul,105,3.0,-1,0,unknown,0
29,self-employed,married,secondary,no,-76,yes,no,unknown,27.0,may,305,2.0,-1,0,unknown,0
32,services,single,secondary,no,152,yes,no,cellular,25.0,may,158,2.0,-1,0,unknown,1
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,13.0,may,199,1.0,173,2,failure,0
49,unemployed,married,primary,no,-384,yes,no,unknown,27.0,may,25,1.0,-1,0,unknown,0
45,technician,married,unknown,no,473,yes,no,unknown,27.0,may,147,1.0,-1,0,unknown,0
34,technician,single,secondary,no,475,yes,no,cellular,29.0,jul,538,8.0,-1,0,unknown,0
53,technician,married,secondary,no,0,no,no,cellular,22.0,aug,77,9.0,-1,0,unknown,0
42,entrepreneur,married,primary,no,149,no,no,cellular,20.0,aug,94,2.0,-1,0,unknown,0
43,technician,married,secondary,no,3285,yes,no,unknown,13.0,may,1721,2.0,-1,0,unknown,1
52,retired,married,secondary,no,424,no,no,cellular,19.0,nov,143,1.0,154,3,failure,0
34,blue-collar,single,secondary,no,79,no,yes,cellular,20.0,nov,104,1.0,-1,0,unknown,0
34,technician,divorced,tertiary,no,674,yes,no,cellular,7.0,aug,587,2.0,-1,0,unknown,1
27,services,married,secondary,no,0,yes,no,cellular,22.0,jul,1608,13.0,-1,0,unknown,1
43,unemployed,married,tertiary,no,58,yes,no,cellular,9.0,feb,48,4.0,-1,0,unknown,0
41,technician,married,tertiary,no,532,yes,no,cellular,9.0,jul,74,1.0,-1,0,unknown,0
72,retired,married,secondary,no,4130,no,no,cellular,12.0,nov,427,1.0,-1,0,unknown,0
35,blue-collar,married,primary,no,422,yes,no,cellular,14.0,may,73,1.0,-1,0,unknown,0
41,management,married,tertiary,no,437,yes,no,unknown,3.0,jun,14,21.0,-1,0,unknown,0
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12.0,may,725,1.0,-1,0,unknown,1
51,housemaid,married,primary,no,30,yes,no,cellular,14.0,jul,333,2.0,-1,0,unknown,0
37,self-employed,married,tertiary,no,137,no,no,cellular,13.0,aug,244,6.0,-1,0,unknown,0
42,admin.,single,secondary,no,-247,yes,yes,telephone,21.0,oct,519,1.0,166,1,other,1
26,admin.,single,secondary,no,321,yes,no,cellular,22.0,jul,242,7.0,-1,0,unknown,0
23,services,single,secondary,no,250,yes,no,cellular,18.0,may,222,1.0,-1,0,unknown,0
50,management,married,tertiary,no,-470,yes,no,cellular,19.0,nov,130,2.0,160,1,failure,0
37,blue-collar,married,secondary,no,140,yes,yes,cellular,7.0,may,490,1.0,-1,0,unknown,0
35,management,married,tertiary,no,2793,no,no,cellular,20.0,nov,258,2.0,-1,0,unknown,0
37,management,married,tertiary,no,410,no,no,cellular,29.0,jan,337,2.0,-1,0,unknown,0
79,retired,divorced,unknown,no,2628,no,no,telephone,8.0,jul,220,7.0,450,2,failure,0
39,technician,married,secondary,no,116,no,no,cellular,24.0,aug,79,2.0,94,2,success,0
47,services,married,secondary,no,0,yes,no,telephone,9.0,jul,250,1.0,-1,0,unknown,0
44,blue-collar,married,secondary,no,878,yes,no,cellular,2.0,jun,130,1.0,-1,0,unknown,0
36,management,single,tertiary,no,2944,no,no,cellular,18.0,aug,882,8.0,-1,0,unknown,1
33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17.0,apr,515,1.0,150,1,other,0
42,services,married,secondary,no,96,yes,no,cellular,5.0,may,238,3.0,340,2,failure,0
35,technician,single,tertiary,no,2288,no,no,telephone,28.0,may,32,2.0,-1,0,unknown,0
31,blue-collar,married,secondary,no,472,yes,no,unknown,13.0,may,907,2.0,-1,0,unknown,0
58,services,married,primary,no,65,no,no,unknown,27.0,jun,162,1.0,-1,0,unknown,0
46,management,married,tertiary,no,0,no,no,unknown,7.0,may,70,2.0,-1,0,unknown,0
41,admin.,single,secondary,no,400,yes,no,unknown,4.0,jun,99,6.0,-1,0,unknown,0
58,technician,married,secondary,no,7495,yes,no,unknown,13.0,may,325,1.0,-1,0,unknown,0
33,blue-collar,married,secondary,no,137,no,yes,cellular,18.0,jul,305,12.0,-1,0,unknown,0
31,unemployed,married,secondary,no,24,yes,no,cellular,19.0,nov,631,1.0,-1,0,unknown,0
55,technician,divorced,secondary,no,3450,no,no,cellular,10.0,feb,169,1.0,183,1,failure,1
38,technician,single,secondary,no,311,yes,no,cellular,28.0,may,61,2.0,-1,0,unknown,0
55,housemaid,married,secondary,no,139,no,no,cellular,22.0,aug,256,2.0,-1,0,unknown,0
47,management,single,tertiary,no,0,no,no,unknown,11.0,jun,58,3.0,-1,0,unknown,0
51,housemaid,married,primary,no,492,yes,no,unknown,20.0,may,142,3.0,-1,0,unknown,0
46,management,single,tertiary,no,334,yes,no,telephone,4.0,may,36,6.0,90,2,other,0
61,management,married,tertiary,no,997,no,no,cellular,10.0,mar,106,1.0,-1,0,unknown,1
47,management,single,tertiary,no,440,no,no,cellular,21.0,aug,71,4.0,-1,0,unknown,0
34,technician,married,secondary,no,47,no,no,cellular,25.0,aug,132,6.0,-1,0,unknown,0
34,blue-collar,married,secondary,no,1298,yes,no,unknown,20.0,may,120,1.0,-1,0,unknown,0
41,management,divorced,tertiary,no,3355,no,no,cellular,14.0,oct,181,2.0,500,1,failure,0
36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5.0,jun,152,2.0,-1,0,unknown,0
26,blue-collar,single,secondary,no,396,yes,no,unknown,28.0,may,302,1.0,-1,0,unknown,0
35,management,married,tertiary,no,8,no,no,cellular,23.0,apr,93,3.0,-1,0,unknown,1
36,blue-collar,married,secondary,no,1409,no,no,unknown,17.0,jun,235,2.0,-1,0,unknown,0
26,management,single,tertiary,no,170,no,no,cellular,15.0,jun,129,1.0,-1,0,unknown,1
58,management,married,primary,no,2769,yes,no,cellular,11.0,jul,94,2.0,-1,0,unknown,0
50,blue-collar,married,secondary,no,2320,yes,no,cellular,7.0,apr,310,1.0,-1,0,unknown,0
61,retired,married,secondary,no,76,yes,no,cellular,15.0,jul,195,7.0,-1,0,unknown,0
28,technician,single,secondary,no,2034,yes,no,unknown,21.0,may,196,1.0,-1,0,unknown,0
49,blue-collar,single,primary,no,3018,yes,no,unknown,15.0,may,93,1.0,-1,0,unknown,0
74,retired,married,secondary,no,921,no,no,telephone,17.0,apr,394,2.0,-1,0,unknown,1
53,blue-collar,married,secondary,no,483,yes,no,cellular,3.0,feb,288,3.0,-1,0,unknown,0
46,self-employed,married,secondary,no,390,yes,no,cellular,31.0,jul,208,2.0,-1,0,unknown,0
47,management,married,tertiary,no,0,no,no,cellular,27.0,oct,508,1.0,-1,0,unknown,1
42,blue-collar,single,primary,no,92,no,no,cellular,30.0,jul,86,2.0,-1,0,unknown,0
56,services,married,secondary,no,22196,yes,no,cellular,21.0,nov,189,1.0,-1,0,unknown,0
42,technician,married,secondary,no,2,no,no,unknown,29.0,may,249,2.0,-1,0,unknown,0
49,housemaid,married,primary,no,249,yes,no,cellular,21.0,nov,450,1.0,-1,0,unknown,0
43,unemployed,single,unknown,no,3274,yes,no,cellular,22.0,may,680,1.0,95,1,failure,0
39,services,married,secondary,no,5731,yes,no,unknown,20.0,may,175,2.0,-1,0,unknown,0
66,retired,married,primary,no,206,no,no,cellular,9.0,feb,479,1.0,-1,0,unknown,1
30,technician,single,tertiary,no,2325,no,no,cellular,5.0,apr,270,3.0,241,4,other,0
38,management,single,tertiary,no,0,no,no,cellular,24.0,jul,164,1.0,-1,0,unknown,0
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20.0,apr,158,1.0,182,1,success,0
32,technician,married,secondary,no,3333,no,no,cellular,8.0,aug,50,4.0,-1,0,unknown,0
48,technician,married,secondary,no,7020,no,no,cellular,6.0,aug,80,2.0,-1,0,unknown,0
34,admin.,married,tertiary,no,37,no,no,cellular,6.0,feb,45,1.0,-1,0,unknown,0
28,student,single,secondary,no,28,no,no,cellular,29.0,jan,220,2.0,-1,0,unknown,0
40,admin.,single,secondary,no,1670,yes,no,unknown,18.0,jun,161,2.0,-1,0,unknown,0
36,entrepreneur,married,secondary,no,134,no,no,unknown,20.0,may,98,1.0,-1,0,unknown,0
52,retired,married,secondary,no,603,no,yes,unknown,9.0,jun,79,1.0,-1,0,unknown,0
46,admin.,married,primary,no,276,yes,yes,unknown,6.0,may,157,2.0,-1,0,unknown,0
25,technician,single,secondary,no,2157,yes,no,cellular,21.0,jul,339,1.0,-1,0,unknown,0
52,blue-collar,married,secondary,no,161,yes,no,unknown,13.0,may,274,2.0,-1,0,unknown,0
40,blue-collar,married,primary,no,3658,yes,no,unknown,14.0,may,977,1.0,-1,0,unknown,0
26,management,divorced,tertiary,yes,-402,no,yes,unknown,12.0,may,127,2.0,-1,0,unknown,0
26,blue-collar,single,primary,no,3342,yes,no,unknown,4.0,jun,329,4.0,-1,0,unknown,0
35,self-employed,single,secondary,no,1732,no,no,telephone,21.0,nov,1441,3.0,-1,0,unknown,0
40,admin.,single,secondary,no,263,yes,no,unknown,6.0,may,231,1.0,-1,0,unknown,0
31,management,married,tertiary,no,623,yes,no,cellular,13.0,may,96,2.0,349,5,failure,0
32,admin.,married,secondary,no,3540,yes,no,cellular,18.0,may,213,1.0,178,1,failure,0
33,admin.,married,secondary,no,95,yes,no,cellular,30.0,apr,335,1.0,-1,0,unknown,1
53,services,divorced,secondary,no,765,yes,no,cellular,14.0,may,959,3.0,174,7,other,1
46,technician,divorced,secondary,no,-824,yes,no,cellular,7.0,aug,429,3.0,-1,0,unknown,1
28,management,single,tertiary,no,5549,no,no,cellular,28.0,jul,383,6.0,-1,0,unknown,0
31,blue-collar,married,secondary,no,191,yes,no,unknown,2.0,jun,40,1.0,-1,0,unknown,0
44,blue-collar,married,primary,no,420,yes,no,unknown,7.0,may,110,2.0,-1,0,unknown,0
35,admin.,married,secondary,no,0,no,no,unknown,7.0,may,326,1.0,-1,0,unknown,0
50,technician,divorced,unknown,no,2706,yes,no,unknown,28.0,may,179,3.0,-1,0,unknown,0
32,technician,married,secondary,yes,4,yes,yes,cellular,25.0,aug,132,8.0,-1,0,unknown,0
51,admin.,married,secondary,no,423,yes,yes,cellular,16.0,oct,95,1.0,-1,0,unknown,0
51,management,married,tertiary,no,-892,yes,yes,cellular,14.0,aug,248,2.0,-1,0,unknown,0
31,blue-collar,married,unknown,no,-120,yes,no,cellular,3.0,feb,100,3.0,201,2,failure,0
41,admin.,divorced,secondary,no,-365,yes,no,unknown,28.0,may,226,10.0,-1,0,unknown,0
57,technician,married,tertiary,no,27069,no,yes,unknown,20.0,jun,174,3.0,-1,0,unknown,0
34,management,single,tertiary,no,8038,yes,no,cellular,20.0,apr,29,3.0,152,1,failure,0
47,technician,married,secondary,no,-938,yes,no,unknown,28.0,may,176,2.0,-1,0,unknown,0
47,admin.,divorced,secondary,no,1139,yes,no,cellular,11.0,jul,106,2.0,-1,0,unknown,0
36,self-employed,married,secondary,no,189,yes,no,cellular,19.0,nov,136,1.0,120,1,failure,0
29,housemaid,single,tertiary,no,19,no,no,cellular,5.0,feb,110,2.0,64,2,success,1
39,technician,married,secondary,no,3663,no,no,cellular,11.0,aug,230,3.0,-1,0,unknown,0
53,blue-collar,single,unknown,no,0,no,no,unknown,12.0,may,140,7.0,-1,0,unknown,0
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26.0,may,118,2.0,-1,0,unknown,0
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18.0,aug,151,10.0,-1,0,unknown,0
48,blue-collar,married,secondary,no,425,yes,no,telephone,9.0,jul,693,2.0,-1,0,unknown,0
32,technician,married,secondary,no,5122,no,no,cellular,13.0,aug,31,1.0,-1,0,unknown,0
36,management,divorced,tertiary,no,608,no,no,cellular,26.0,aug,125,2.0,-1,0,unknown,0
50,unknown,married,primary,no,341,yes,yes,cellular,20.0,apr,670,4.0,340,2,success,1
39,admin.,married,secondary,no,607,yes,no,cellular,12.0,may,454,2.0,364,3,failure,1
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23.0,may,159,3.0,-1,0,unknown,0
49,admin.,married,secondary,no,381,no,no,cellular,5.0,aug,504,2.0,-1,0,unknown,0
33,unemployed,divorced,secondary,no,385,no,no,telephone,27.0,aug,29,28.0,-1,0,unknown,0
26,management,single,tertiary,no,1274,yes,no,cellular,1.0,jun,190,1.0,84,1,failure,0
27,blue-collar,married,secondary,no,362,yes,no,unknown,14.0,may,332,2.0,-1,0,unknown,0
51,blue-collar,married,primary,no,377,yes,no,telephone,3.0,feb,143,4.0,272,1,failure,0
26,admin.,single,secondary,no,802,no,no,cellular,30.0,jan,77,1.0,2,2,other,0
45,admin.,married,secondary,no,194,no,no,cellular,31.0,jul,517,4.0,-1,0,unknown,0
54,technician,married,secondary,no,-315,no,yes,cellular,10.0,jul,2029,1.0,-1,0,unknown,1
49,technician,married,tertiary,no,1843,yes,no,cellular,25.0,may,269,1.0,-1,0,unknown,0
